Training: 2024-09-20 15:52:20,370-rank_id: 0
Training: 2024-09-20 22:53:35,688-Speed 252.26 samples/sec   Loss 7.4387   ReconLoss 0.0883  LearningRate 0.006849   Epoch: 2   Global Step: 23280   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:53:46,267-Speed 252.04 samples/sec   Loss 6.9560   ReconLoss 0.0858  LearningRate 0.006849   Epoch: 2   Global Step: 23290   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:53:56,859-Speed 251.39 samples/sec   Loss 7.1214   ReconLoss 0.0852  LearningRate 0.006848   Epoch: 2   Global Step: 23300   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:54:07,462-Speed 251.20 samples/sec   Loss 7.8971   ReconLoss 0.0889  LearningRate 0.006848   Epoch: 2   Global Step: 23310   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:54:18,057-Speed 251.57 samples/sec   Loss 7.1634   ReconLoss 0.0862  LearningRate 0.006847   Epoch: 2   Global Step: 23320   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:54:28,580-Speed 253.42 samples/sec   Loss 6.7401   ReconLoss 0.0878  LearningRate 0.006847   Epoch: 2   Global Step: 23330   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 22:54:39,082-Speed 254.07 samples/sec   Loss 7.1432   ReconLoss 0.0812  LearningRate 0.006846   Epoch: 2   Global Step: 23340   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:54:49,618-Speed 253.12 samples/sec   Loss 7.0363   ReconLoss 0.0835  LearningRate 0.006846   Epoch: 2   Global Step: 23350   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:55:00,187-Speed 252.46 samples/sec   Loss 7.0912   ReconLoss 0.0860  LearningRate 0.006845   Epoch: 2   Global Step: 23360   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:55:10,703-Speed 253.49 samples/sec   Loss 6.2693   ReconLoss 0.0866  LearningRate 0.006845   Epoch: 2   Global Step: 23370   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:55:21,223-Speed 253.49 samples/sec   Loss 6.5683   ReconLoss 0.0881  LearningRate 0.006844   Epoch: 2   Global Step: 23380   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:55:31,823-Speed 251.83 samples/sec   Loss 7.0089   ReconLoss 0.0872  LearningRate 0.006844   Epoch: 2   Global Step: 23390   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:55:42,338-Speed 253.85 samples/sec   Loss 6.8502   ReconLoss 0.0869  LearningRate 0.006843   Epoch: 2   Global Step: 23400   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:55:52,980-Speed 250.38 samples/sec   Loss 8.6128   ReconLoss 0.0884  LearningRate 0.006843   Epoch: 2   Global Step: 23410   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:56:03,500-Speed 253.56 samples/sec   Loss 7.1427   ReconLoss 0.0882  LearningRate 0.006842   Epoch: 2   Global Step: 23420   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:56:14,046-Speed 253.07 samples/sec   Loss 6.5561   ReconLoss 0.0876  LearningRate 0.006842   Epoch: 2   Global Step: 23430   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:56:24,630-Speed 251.65 samples/sec   Loss 7.1035   ReconLoss 0.0869  LearningRate 0.006841   Epoch: 2   Global Step: 23440   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:56:35,175-Speed 252.64 samples/sec   Loss 7.4844   ReconLoss 0.0885  LearningRate 0.006841   Epoch: 2   Global Step: 23450   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:56:45,763-Speed 251.60 samples/sec   Loss 5.8827   ReconLoss 0.0889  LearningRate 0.006840   Epoch: 2   Global Step: 23460   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:56:56,236-Speed 254.50 samples/sec   Loss 7.0581   ReconLoss 0.0892  LearningRate 0.006840   Epoch: 2   Global Step: 23470   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:57:06,786-Speed 252.62 samples/sec   Loss 7.5092   ReconLoss 0.0940  LearningRate 0.006839   Epoch: 2   Global Step: 23480   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:57:17,383-Speed 251.28 samples/sec   Loss 6.8639   ReconLoss 0.0891  LearningRate 0.006839   Epoch: 2   Global Step: 23490   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:57:27,929-Speed 252.59 samples/sec   Loss 6.7269   ReconLoss 0.0862  LearningRate 0.006838   Epoch: 2   Global Step: 23500   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:57:38,454-Speed 253.12 samples/sec   Loss 6.7564   ReconLoss 0.0841  LearningRate 0.006838   Epoch: 2   Global Step: 23510   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:57:48,971-Speed 253.33 samples/sec   Loss 7.5018   ReconLoss 0.0896  LearningRate 0.006837   Epoch: 2   Global Step: 23520   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:57:59,504-Speed 253.17 samples/sec   Loss 7.0318   ReconLoss 0.0901  LearningRate 0.006837   Epoch: 2   Global Step: 23530   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:58:10,044-Speed 253.25 samples/sec   Loss 7.0324   ReconLoss 0.0926  LearningRate 0.006836   Epoch: 2   Global Step: 23540   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 22:58:20,605-Speed 252.33 samples/sec   Loss 6.8410   ReconLoss 0.0869  LearningRate 0.006836   Epoch: 2   Global Step: 23550   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 22:58:31,242-Speed 250.44 samples/sec   Loss 6.4977   ReconLoss 0.0870  LearningRate 0.006836   Epoch: 2   Global Step: 23560   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:58:41,932-Speed 249.36 samples/sec   Loss 6.9864   ReconLoss 0.0865  LearningRate 0.006835   Epoch: 2   Global Step: 23570   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:58:52,452-Speed 253.53 samples/sec   Loss 7.2977   ReconLoss 0.0870  LearningRate 0.006835   Epoch: 2   Global Step: 23580   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:59:02,927-Speed 254.74 samples/sec   Loss 7.2635   ReconLoss 0.0857  LearningRate 0.006834   Epoch: 2   Global Step: 23590   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:59:13,432-Speed 253.83 samples/sec   Loss 6.9444   ReconLoss 0.0861  LearningRate 0.006834   Epoch: 2   Global Step: 23600   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:59:24,023-Speed 251.65 samples/sec   Loss 7.2337   ReconLoss 0.0937  LearningRate 0.006833   Epoch: 2   Global Step: 23610   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:59:34,653-Speed 250.62 samples/sec   Loss 7.1435   ReconLoss 0.0838  LearningRate 0.006833   Epoch: 2   Global Step: 23620   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:59:45,237-Speed 251.83 samples/sec   Loss 6.7209   ReconLoss 0.0876  LearningRate 0.006832   Epoch: 2   Global Step: 23630   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 22:59:55,791-Speed 252.32 samples/sec   Loss 6.7922   ReconLoss 0.0830  LearningRate 0.006832   Epoch: 2   Global Step: 23640   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:00:06,314-Speed 253.18 samples/sec   Loss 7.3367   ReconLoss 0.0855  LearningRate 0.006831   Epoch: 2   Global Step: 23650   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:00:16,874-Speed 252.56 samples/sec   Loss 7.8822   ReconLoss 0.0835  LearningRate 0.006831   Epoch: 2   Global Step: 23660   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:00:27,365-Speed 253.95 samples/sec   Loss 7.5011   ReconLoss 0.0885  LearningRate 0.006830   Epoch: 2   Global Step: 23670   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:00:37,902-Speed 252.82 samples/sec   Loss 6.2238   ReconLoss 0.0866  LearningRate 0.006830   Epoch: 2   Global Step: 23680   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:00:48,485-Speed 251.77 samples/sec   Loss 6.9968   ReconLoss 0.0859  LearningRate 0.006829   Epoch: 2   Global Step: 23690   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:00:58,977-Speed 254.03 samples/sec   Loss 6.5426   ReconLoss 0.0894  LearningRate 0.006829   Epoch: 2   Global Step: 23700   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:01:09,510-Speed 252.84 samples/sec   Loss 6.3081   ReconLoss 0.0892  LearningRate 0.006828   Epoch: 2   Global Step: 23710   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:01:20,129-Speed 250.97 samples/sec   Loss 6.3657   ReconLoss 0.0853  LearningRate 0.006828   Epoch: 2   Global Step: 23720   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:01:30,695-Speed 252.12 samples/sec   Loss 7.5805   ReconLoss 0.0858  LearningRate 0.006827   Epoch: 2   Global Step: 23730   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:01:41,300-Speed 251.38 samples/sec   Loss 7.2776   ReconLoss 0.0850  LearningRate 0.006827   Epoch: 2   Global Step: 23740   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:01:51,830-Speed 253.45 samples/sec   Loss 7.7438   ReconLoss 0.0937  LearningRate 0.006826   Epoch: 2   Global Step: 23750   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:02:02,401-Speed 252.22 samples/sec   Loss 6.7359   ReconLoss 0.0897  LearningRate 0.006826   Epoch: 2   Global Step: 23760   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 23:02:12,996-Speed 251.52 samples/sec   Loss 8.0014   ReconLoss 0.0892  LearningRate 0.006825   Epoch: 2   Global Step: 23770   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 23:02:23,529-Speed 253.26 samples/sec   Loss 6.9529   ReconLoss 0.0875  LearningRate 0.006825   Epoch: 2   Global Step: 23780   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 23:02:34,015-Speed 254.35 samples/sec   Loss 7.1625   ReconLoss 0.0904  LearningRate 0.006824   Epoch: 2   Global Step: 23790   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:02:44,539-Speed 253.43 samples/sec   Loss 6.5844   ReconLoss 0.0862  LearningRate 0.006824   Epoch: 2   Global Step: 23800   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:02:55,117-Speed 251.98 samples/sec   Loss 6.6271   ReconLoss 0.0874  LearningRate 0.006823   Epoch: 2   Global Step: 23810   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:03:05,651-Speed 253.18 samples/sec   Loss 7.5744   ReconLoss 0.0869  LearningRate 0.006823   Epoch: 2   Global Step: 23820   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:03:16,288-Speed 250.32 samples/sec   Loss 6.8909   ReconLoss 0.0867  LearningRate 0.006822   Epoch: 2   Global Step: 23830   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:03:26,910-Speed 250.96 samples/sec   Loss 7.0411   ReconLoss 0.0858  LearningRate 0.006822   Epoch: 2   Global Step: 23840   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:03:37,486-Speed 251.95 samples/sec   Loss 6.6341   ReconLoss 0.0900  LearningRate 0.006821   Epoch: 2   Global Step: 23850   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:03:48,151-Speed 249.80 samples/sec   Loss 7.4501   ReconLoss 0.0840  LearningRate 0.006821   Epoch: 2   Global Step: 23860   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:03:58,677-Speed 253.17 samples/sec   Loss 7.0214   ReconLoss 0.0881  LearningRate 0.006820   Epoch: 2   Global Step: 23870   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:04:09,221-Speed 252.72 samples/sec   Loss 6.6806   ReconLoss 0.0858  LearningRate 0.006820   Epoch: 2   Global Step: 23880   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:04:19,839-Speed 251.15 samples/sec   Loss 6.6746   ReconLoss 0.0880  LearningRate 0.006819   Epoch: 2   Global Step: 23890   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:04:30,401-Speed 252.39 samples/sec   Loss 7.1601   ReconLoss 0.0893  LearningRate 0.006819   Epoch: 2   Global Step: 23900   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:04:40,919-Speed 253.23 samples/sec   Loss 5.9383   ReconLoss 0.0884  LearningRate 0.006818   Epoch: 2   Global Step: 23910   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:04:51,428-Speed 253.59 samples/sec   Loss 7.6199   ReconLoss 0.0853  LearningRate 0.006818   Epoch: 2   Global Step: 23920   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:05:01,988-Speed 252.76 samples/sec   Loss 6.8527   ReconLoss 0.0859  LearningRate 0.006817   Epoch: 2   Global Step: 23930   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:05:12,531-Speed 252.97 samples/sec   Loss 7.2576   ReconLoss 0.0849  LearningRate 0.006817   Epoch: 2   Global Step: 23940   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:05:23,124-Speed 251.50 samples/sec   Loss 7.3424   ReconLoss 0.0902  LearningRate 0.006816   Epoch: 2   Global Step: 23950   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:05:33,689-Speed 252.63 samples/sec   Loss 6.9346   ReconLoss 0.0887  LearningRate 0.006816   Epoch: 2   Global Step: 23960   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:05:44,275-Speed 251.64 samples/sec   Loss 7.5744   ReconLoss 0.0878  LearningRate 0.006815   Epoch: 2   Global Step: 23970   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:05:54,873-Speed 251.60 samples/sec   Loss 7.0733   ReconLoss 0.0885  LearningRate 0.006815   Epoch: 2   Global Step: 23980   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:06:05,389-Speed 253.54 samples/sec   Loss 7.7347   ReconLoss 0.0853  LearningRate 0.006814   Epoch: 2   Global Step: 23990   Fp16 Grad Scale: 65536   Required: 41 hours
Training: 2024-09-20 23:06:15,912-Speed 253.49 samples/sec   Loss 6.2256   ReconLoss 0.0849  LearningRate 0.006814   Epoch: 2   Global Step: 24000   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:06:36,790-[lfw][24000]XNorm: 22.222189
Training: 2024-09-20 23:06:36,790-[lfw][24000]Accuracy-Flip: 0.99567+-0.00309
Training: 2024-09-20 23:06:36,790-[lfw][24000]Accuracy-Highest: 0.99700
Training: 2024-09-20 23:07:01,142-[cfp_fp][24000]XNorm: 18.768968
Training: 2024-09-20 23:07:01,142-[cfp_fp][24000]Accuracy-Flip: 0.95829+-0.01069
Training: 2024-09-20 23:07:01,142-[cfp_fp][24000]Accuracy-Highest: 0.96057
Training: 2024-09-20 23:07:21,806-[agedb_30][24000]XNorm: 21.660212
Training: 2024-09-20 23:07:21,806-[agedb_30][24000]Accuracy-Flip: 0.96283+-0.00782
Training: 2024-09-20 23:07:21,806-[agedb_30][24000]Accuracy-Highest: 0.96667
Training: 2024-09-20 23:07:32,321-Speed 33.69 samples/sec   Loss 6.8020   ReconLoss 0.0832  LearningRate 0.006813   Epoch: 2   Global Step: 24010   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:07:42,868-Speed 252.54 samples/sec   Loss 6.8831   ReconLoss 0.0886  LearningRate 0.006813   Epoch: 2   Global Step: 24020   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:07:53,420-Speed 252.59 samples/sec   Loss 8.1412   ReconLoss 0.0936  LearningRate 0.006812   Epoch: 2   Global Step: 24030   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:08:03,968-Speed 252.74 samples/sec   Loss 6.3562   ReconLoss 0.0869  LearningRate 0.006812   Epoch: 2   Global Step: 24040   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:08:14,534-Speed 252.47 samples/sec   Loss 7.8800   ReconLoss 0.0837  LearningRate 0.006811   Epoch: 2   Global Step: 24050   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:08:25,059-Speed 253.16 samples/sec   Loss 6.9017   ReconLoss 0.0877  LearningRate 0.006811   Epoch: 2   Global Step: 24060   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:08:35,613-Speed 252.47 samples/sec   Loss 6.5235   ReconLoss 0.0874  LearningRate 0.006810   Epoch: 2   Global Step: 24070   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:08:46,202-Speed 251.74 samples/sec   Loss 6.6483   ReconLoss 0.0879  LearningRate 0.006810   Epoch: 2   Global Step: 24080   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:08:56,775-Speed 252.30 samples/sec   Loss 7.9886   ReconLoss 0.0883  LearningRate 0.006809   Epoch: 2   Global Step: 24090   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:09:07,362-Speed 251.80 samples/sec   Loss 7.2732   ReconLoss 0.0844  LearningRate 0.006809   Epoch: 2   Global Step: 24100   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 23:09:17,928-Speed 252.51 samples/sec   Loss 5.9727   ReconLoss 0.0809  LearningRate 0.006808   Epoch: 2   Global Step: 24110   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:09:28,497-Speed 252.27 samples/sec   Loss 7.7057   ReconLoss 0.0860  LearningRate 0.006808   Epoch: 2   Global Step: 24120   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:09:39,040-Speed 252.94 samples/sec   Loss 7.2112   ReconLoss 0.0905  LearningRate 0.006807   Epoch: 2   Global Step: 24130   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:09:49,613-Speed 252.56 samples/sec   Loss 6.4920   ReconLoss 0.0862  LearningRate 0.006807   Epoch: 2   Global Step: 24140   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:10:00,172-Speed 252.89 samples/sec   Loss 6.7387   ReconLoss 0.0888  LearningRate 0.006806   Epoch: 2   Global Step: 24150   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:10:10,648-Speed 254.56 samples/sec   Loss 6.7564   ReconLoss 0.0846  LearningRate 0.006806   Epoch: 2   Global Step: 24160   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:10:21,216-Speed 251.99 samples/sec   Loss 7.3095   ReconLoss 0.0871  LearningRate 0.006805   Epoch: 2   Global Step: 24170   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:10:31,730-Speed 253.86 samples/sec   Loss 7.3420   ReconLoss 0.0895  LearningRate 0.006805   Epoch: 2   Global Step: 24180   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:10:42,266-Speed 253.16 samples/sec   Loss 7.3550   ReconLoss 0.0897  LearningRate 0.006804   Epoch: 2   Global Step: 24190   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:10:52,850-Speed 251.75 samples/sec   Loss 7.2719   ReconLoss 0.0888  LearningRate 0.006804   Epoch: 2   Global Step: 24200   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:11:03,402-Speed 252.76 samples/sec   Loss 7.9380   ReconLoss 0.0860  LearningRate 0.006803   Epoch: 2   Global Step: 24210   Fp16 Grad Scale: 65536   Required: 42 hours
Training: 2024-09-20 23:11:13,980-Speed 251.87 samples/sec   Loss 7.6334   ReconLoss 0.0867  LearningRate 0.006803   Epoch: 2   Global Step: 24220   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:11:24,536-Speed 252.39 samples/sec   Loss 7.0256   ReconLoss 0.0862  LearningRate 0.006802   Epoch: 2   Global Step: 24230   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:11:35,146-Speed 251.35 samples/sec   Loss 7.4543   ReconLoss 0.0903  LearningRate 0.006802   Epoch: 2   Global Step: 24240   Fp16 Grad Scale: 32768   Required: 42 hours
Training: 2024-09-20 23:11:45,775-Speed 250.92 samples/sec   Loss 7.5104   ReconLoss 0.0895  LearningRate 0.006801   Epoch: 2   Global Step: 24250   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:11:56,372-Speed 251.57 samples/sec   Loss 7.2393   ReconLoss 0.0937  LearningRate 0.006801   Epoch: 2   Global Step: 24260   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:12:06,911-Speed 253.07 samples/sec   Loss 7.1148   ReconLoss 0.0845  LearningRate 0.006800   Epoch: 2   Global Step: 24270   Fp16 Grad Scale: 32768   Required: 41 hours
Training: 2024-09-20 23:12:17,395-Speed 254.08 samples/sec   Loss 6.4603   ReconLoss 0.0831  LearningRate 0.006800   Epoch: 2   Global Step: 24280   Fp16 Grad Scale: 32768   Required: 41 hours
